time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-06T22:37:25.230Z,36.7185,-121.4036667,9.64,1.43,md,20,96,0.05735,0.08,nc,nc73422686,2020-07-07T21:30:18.526Z,"11km SW of Tres Pinos, CA",earthquake,0.29,0.5,0.273,22,reviewed,nc,nc
2020-07-06T22:37:19.910Z,17.9393,-66.9555,12,2.57,md,19,218,0.0843,0.19,pr,pr2020188022,2020-07-17T19:09:51.185Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.63,0.35,0.25,12,reviewed,pr,pr
2020-07-06T22:31:48.546Z,62.1041,-153.3399,7,0.8,ml,,,,0.56,ak,ak0208nabiil,2020-07-18T03:09:21.279Z,"102 km W of Skwentna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-07-06T22:19:53.110Z,38.1723,-117.754,11.6,1.5,ml,14,117.05,0.05,0.05,nn,nn00757609,2020-07-06T22:24:10.849Z,"39 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-06T22:18:54.560Z,34.975,-119.623,10.44,1.21,ml,10,118,0.05282,0.21,ci,ci39282119,2020-07-09T20:51:40.516Z,"22km WSW of Maricopa, CA",earthquake,0.46,1.02,0.182,3,reviewed,ci,ci
2020-07-06T22:17:54.006Z,60.3245,-141.1533,11.1,1,ml,,,,0.71,ak,ak0208na8jhd,2020-07-18T03:09:20.470Z,"117 km NW of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-06T22:17:05.551Z,44.4382,149.2573,34.75,4.4,mb,,82,4.796,0.98,us,us7000aj3u,2020-07-13T01:03:28.040Z,"139 km SE of Kuril’sk, Russia",earthquake,10.8,5.2,0.079,46,reviewed,us,us
2020-07-06T22:14:31.322Z,38.1707,-118.0032,1.3,1.9,ml,14,76.11,0.032,0.1691,nn,nn00757606,2020-07-07T02:18:44.032Z,"26 km SSE of Mina, Nevada",earthquake,,1.1,0.75,11,reviewed,nn,nn
2020-07-06T22:14:07.470Z,35.8521667,-117.6975,5.09,1.37,ml,28,31,0.06994,0.16,ci,ci39282111,2020-07-09T21:27:58.533Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.72,0.116,15,reviewed,ci,ci
2020-07-06T22:13:51.890Z,17.9533,-66.9583,5,2.75,md,21,198,0.082,0.16,pr,pr2020188021,2020-07-17T19:07:57.633Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.46,0.29,0.36,18,reviewed,pr,pr
2020-07-06T22:11:24.116Z,59.9856,-139.2803,7,1,ml,,,,0.87,ak,ak0208na76wo,2020-07-18T03:09:19.696Z,"54 km NNE of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-06T22:11:09.250Z,39.4103333,-110.3041667,-1.66,1.4,ml,7,199,0.02126,0.06,uu,uu60400707,2020-07-06T22:21:23.690Z,"17 km SSE of Sunnyside, Utah",earthquake,0.44,0.4,0.082,2,reviewed,uu,uu
2020-07-06T22:05:35.008Z,59.6158,-151.6271,41.7,1.7,ml,,,,0.61,ak,ak0208na5xdy,2020-07-18T03:09:18.706Z,"5 km SW of Homer, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-06T22:04:21.626Z,63.1418,-150.5912,116.5,1.1,ml,,,,0.29,ak,ak0208na5oub,2020-07-18T03:09:17.870Z,"72 km SE of Denali National Park, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-07-06T22:03:57.300Z,38.1657,-117.8313,9.6,0.9,ml,10,98.41,0.049,0.09,nn,nn00757603,2020-07-06T22:08:47.567Z,"34 km SE of Mina, Nevada",earthquake,,6.7,,,automatic,nn,nn
2020-07-06T22:03:26.090Z,46.7616666666667,-121.919833333333,2.43,0.64,ml,11,249,0.07659,0.1,uw,uw61654786,2020-07-07T16:42:38.230Z,"8 km E of Ashford, Washington",earthquake,0.85,1.48,0.0967985741406447,3,reviewed,uw,uw
2020-07-06T21:59:46.250Z,63.1684,-150.568,114.6,1,ml,,,,0.26,ak,ak0208n9w3eq,2020-07-18T03:09:17.079Z,"71 km SE of Denali National Park, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-07-06T21:54:33.950Z,33.0905,-116.6106667,11.97,0.59,ml,28,75,0.01454,0.19,ci,ci39282079,2020-07-09T21:25:00.275Z,"2km NNW of Julian, CA",earthquake,0.28,0.62,0.174,6,reviewed,ci,ci
2020-07-06T21:54:21.800Z,38.0431667,-122.2861667,6.21,0.53,md,11,128,0.0383,0.05,nc,nc73422681,2020-07-07T07:16:05.231Z,"2km NW of Rodeo, CA",earthquake,0.38,0.8,0.096,6,reviewed,nc,nc
2020-07-06T21:49:41.369Z,53.8539,-166.7765,6.3,1,ml,,,,0.52,ak,ak0208n9tx3t,2020-07-18T03:09:16.328Z,"15 km WSW of Dutch Harbor, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-06T21:48:21.718Z,51.6148,-176.4208,54.8,2.1,ml,,,,0.28,ak,ak0208n9tonx,2020-07-18T03:09:15.517Z,"32 km SSE of Adak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-07-06T21:43:40.937Z,64.8051,-145.9018,9.8,0.9,ml,,,,0.7,ak,ak0208n9snhs,2020-07-18T03:09:14.579Z,"46 km E of Pleasant Valley, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-06T21:40:47.360Z,38.1326,-118.011,6,2.5,ml,25,61.96,0.041,0.1754,nn,nn00757599,2020-07-09T21:30:26.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,0.64,12,reviewed,nn,nn
2020-07-06T21:39:45.000Z,38.1378,-117.962,10,1.7,ml,12,102.84,0.005,0.08,nn,nn00757597,2020-07-06T21:43:30.746Z,"30 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-06T21:33:00.260Z,58.2745,-154.9953333,2.48,-0.18,ml,11,167,0.04199,0.11,av,av70906319,2020-07-08T18:52:47.560Z,"84 km NNW of Karluk, Alaska",earthquake,0.52,0.68,0.299,11,reviewed,av,av
2020-07-06T21:31:11.240Z,17.95,-66.9578,7,3.5,md,22,196,0.0825,0.19,pr,pr2020188003,2020-07-13T00:41:12.424Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.47,0.27,0.22,12,reviewed,pr,pr
2020-07-06T21:27:09.870Z,46.8173333333333,-120.388166666667,7.74,0.99,ml,11,112,0.1538,0.25,uw,uw61654741,2020-07-07T21:43:59.200Z,"18 km S of Kittitas, Washington",earthquake,0.49,22.41,0.0989470035827762,10,reviewed,uw,uw
2020-07-06T21:23:39.580Z,36.4488333,-117.9961667,4.14,1.85,ml,19,153,0.06831,0.13,ci,ci39282047,2020-07-07T23:21:34.903Z,"17km SSE of Lone Pine, CA",earthquake,0.23,0.76,0.125,25,reviewed,ci,ci
2020-07-06T21:23:02.341Z,44.6694,93.1197,10,4,mb,,94,7.869,0.84,us,us7000alfp,2020-07-13T00:38:16.040Z,"206 km N of Hami, China",earthquake,8.7,2,0.157,11,reviewed,us,us
2020-07-06T21:21:04.349Z,36.35316667,-97.32866667,7.89,1.15,ml,27,139,0.1196765154,0.2,ok,ok2020nfhi,2020-07-14T14:38:02.081Z,"7 km NNW of Perry, Oklahoma",earthquake,,0.8,0.17,6,reviewed,ok,ok
2020-07-06T21:20:22.330Z,38.8365,-122.7815,2.01,0.28,md,18,62,0.007165,0.03,nc,nc73422671,2020-07-09T19:55:02.770Z,"5km WNW of Cobb, CA",earthquake,0.27,0.41,,1,reviewed,nc,nc
2020-07-06T21:19:49.900Z,38.1658,-117.8943,12.1,1.4,ml,15,72.71,0.036,0.12,nn,nn00757588,2020-07-06T21:25:11.103Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-06T21:19:21.060Z,47.846,-114.7395,10.36,-0.06,md,7,119,0.032,0.1,mb,mb80448034,2020-07-08T14:20:30.750Z,"10 km WNW of Niarada, Montana",earthquake,0.39,0.87,0.353,3,reviewed,mb,mb
2020-07-06T21:11:27.910Z,38.8255,-122.7965,2.84,0.26,md,25,54,0.01081,0.02,nc,nc73422661,2020-07-09T19:10:05.497Z,"6km W of Cobb, CA",earthquake,0.2,0.4,,1,reviewed,nc,nc
2020-07-06T21:01:08.708Z,12.3475,140.4041,10,5.1,mb,,54,4.523,1.01,us,us7000aj2k,2020-07-13T00:18:35.040Z,"285 km N of Fais, Micronesia",earthquake,8.3,1.8,0.05,131,reviewed,us,us
2020-07-06T20:59:54.107Z,60.2485,-155.7859,50.6,1.6,ml,,,,0.67,ak,ak0208n9aoe2,2020-07-18T03:09:13.643Z,"60 km WNW of Nondalton, Alaska",earthquake,,15.1,,,reviewed,ak,ak
2020-07-06T20:53:14.751Z,-58.8238,-25.6672,54.28,5.2,mww,,48,7.51,0.69,us,us7000aj2c,2020-07-12T17:07:32.040Z,"South Sandwich Islands region",earthquake,9.5,4.4,0.098,10,reviewed,us,us
2020-07-06T20:52:09.310Z,38.145,-118.0192,4.3,1,ml,11,140.84,0.038,0.05,nn,nn00757584,2020-07-06T21:10:28.347Z,"28 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-06T20:46:54.880Z,19.2841663360596,-155.375671386719,-0.769999980926514,1.78999996,md,27,113,,0.270000011,hv,hv72033412,2020-07-06T20:51:23.130Z,"14 km NE of P?hala, Hawaii",earthquake,0.68,0.319999993,1.64999998,6,automatic,hv,hv
2020-07-06T20:43:20.010Z,19.2605,-155.3725,5.79,2.18,ml,38,137,,0.12,hv,hv72033407,2020-07-10T01:58:08.570Z,"Island of Hawaii, Hawaii",earthquake,0.41,1.05,0.150528579153552,15,reviewed,hv,hv
2020-07-06T20:42:26.813Z,61.5417,-141.2296,2.1,1.1,ml,,,,0.41,ak,ak0208n96z33,2020-07-18T03:09:12.725Z,"90 km E of McCarthy, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-06T20:39:27.190Z,19.2533333333333,-155.365333333333,5.51,1.09,md,28,172,,0.12,hv,hv72033392,2020-07-08T21:48:47.880Z,"Island of Hawaii, Hawaii",earthquake,0.49,1.43,0.15795988892911,15,reviewed,hv,hv
2020-07-06T20:38:22.906Z,-12.0777,166.5328,139.97,4.2,mb,,150,3.412,0.77,us,us7000alfq,2020-07-12T19:46:08.040Z,"169 km SSE of Lata, Solomon Islands",earthquake,9.1,6.9,0.125,18,reviewed,us,us
2020-07-06T20:37:01.950Z,35.8926667,-117.6845,4.44,0.6,ml,17,80,0.06168,0.07,ci,ci39281999,2020-07-09T21:20:56.847Z,"21km ESE of Little Lake, CA",earthquake,0.12,0.27,0.135,6,reviewed,ci,ci
2020-07-06T20:36:03.520Z,52.0711667,-176.1188333,2.42,-0.32,ml,4,191,0.02381,0.17,av,av70906314,2020-07-08T18:48:14.950Z,"41 km ENE of Adak, Alaska",earthquake,0.71,1.37,0.198,4,reviewed,av,av
2020-07-06T20:35:21.594Z,69.3831,-143.4965,5.9,2.1,ml,,,,0.69,ak,ak0208n95gr1,2020-07-18T03:09:11.814Z,"83 km S of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-06T20:31:12.933Z,38.1717,-117.9605,5.2,0.7,ml,12,106.65,0.033,0.1507,nn,nn00757596,2020-07-06T21:31:18.202Z,"27 km SSE of Mina, Nevada",earthquake,,1.2,0.48,7,reviewed,nn,nn
2020-07-06T20:29:44.160Z,38.8036667,-122.7685,3.94,0.3,md,17,100,0.007508,0.02,nc,nc73422651,2020-07-09T17:55:03.487Z,"3km NNW of The Geysers, CA",earthquake,0.29,0.48,,1,reviewed,nc,nc
2020-07-06T20:24:26.720Z,19.2728333333333,-155.3785,1.84,2.87,ml,52,122,,0.16,hv,hv72033372,2020-07-12T17:02:17.040Z,"13 km NE of P?hala, Hawaii",earthquake,0.24,0.46,0.168473365126253,36,reviewed,hv,hv
2020-07-06T20:18:55.986Z,2.1321,-97.9703,10,4.3,mb,,160,14.781,0.83,us,us7000alff,2020-07-12T19:15:47.040Z,"west of the Galapagos Islands",earthquake,13.6,2,0.217,6,reviewed,us,us
2020-07-06T20:17:46.490Z,39.4106667,-110.3021667,-1.86,2.07,md,10,199,0.02226,0.08,uu,uu60400702,2020-07-06T22:03:24.050Z,"17 km SSE of Sunnyside, Utah",earthquake,0.49,0.5,0.195,10,reviewed,uu,uu
2020-07-06T20:16:37.855Z,13.9089,144.6191,150.81,4.5,mb,,102,0.399,0.49,us,us7000alfg,2020-07-12T19:24:46.040Z,"49 km NNW of Dededo Village, Guam",earthquake,12.9,6,0.15,13,reviewed,us,us
2020-07-06T20:10:34.090Z,39.4053333,-110.3001667,-2.33,1.07,md,4,201,0.02691,0.03,uu,uu60400692,2020-07-06T21:56:40.940Z,"17 km SSE of Sunnyside, Utah",earthquake,0.42,0.46,0.241,3,reviewed,uu,uu
2020-07-06T19:56:25.549Z,52.9305,-167.3923,6.7,2.1,ml,,,,0.29,ak,ak0208n8ojtf,2020-07-18T03:09:11.044Z,"99 km E of Nikolski, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-07-06T19:52:27.994Z,52.9141,-167.36,6.8,1.5,ml,,,,0.61,ak,ak0208n8np8p,2020-07-18T03:09:10.298Z,"101 km E of Nikolski, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2020-07-06T19:51:51.404Z,63.2975,-151.278,0.5,1.1,ml,,,,0.69,ak,ak0208n8nit6,2020-07-18T03:09:09.381Z,"35 km SE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-06T19:48:36.280Z,53.8598333,-166.7686667,7.32,0.41,ml,6,103,0.05186,0.09,av,av62192956,2020-07-06T20:45:51.650Z,"15 km WSW of Dutch Harbor, Alaska",earthquake,0.34,0.72,0.323,6,reviewed,av,av
2020-07-06T19:46:35.810Z,33.1865,-115.6051667,3.2,1.27,ml,14,88,0.01258,0.17,ci,ci39281951,2020-07-06T21:19:42.268Z,"10km SW of Niland, CA",earthquake,0.33,0.24,0.344,13,reviewed,ci,ci
2020-07-06T19:43:04.805Z,53.8583,-166.768,4.8,1.6,ml,,,,0.57,ak,ak0208n8lpme,2020-07-18T03:09:08.580Z,"15 km WSW of Dutch Harbor, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-06T19:42:42.410Z,38.1885,-117.8955,9.6,0.9,ml,14,106.67,0.025,0.05,nn,nn00757573,2020-07-06T19:52:30.467Z,"29 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-07-06T19:41:37.690Z,-24.2621,-175.2058,10,4.6,mb,,180,5.527,0.43,us,us7000alfd,2020-07-12T17:29:16.040Z,"south of Tonga",earthquake,15.8,2,0.192,13,reviewed,us,us
2020-07-06T19:30:48.759Z,36.301,-97.25283333,6.49,1.3,ml,21,191,0.04319152435,0.16,ok,ok2020nfds,2020-07-14T14:25:36.989Z,"3 km ENE of Perry, Oklahoma",earthquake,,0.4,0.26,4,reviewed,ok,ok
2020-07-06T19:28:08.377Z,53.3168,-160.4741,28.7,3,ml,,,,0.55,ak,ak0208n8ii6s,2020-07-18T03:09:07.725Z,"224 km S of Sand Point, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2020-07-06T19:25:48.160Z,52.0591667,-176.0136667,5.89,-0.74,ml,5,184,0.03243,0.19,av,av70906309,2020-07-08T18:42:11.710Z,"47 km ENE of Adak, Alaska",earthquake,0.76,1.24,0.198,5,reviewed,av,av
2020-07-06T19:24:27.542Z,33.0557,73.6156,10,4.1,mb,,145,0.66,1.14,us,us7000aizr,2020-07-12T17:01:02.584Z,"17 km NW of Jhelum, Pakistan",earthquake,6.5,1.6,0.144,13,reviewed,us,us
2020-07-06T19:24:00.900Z,19.2290000915527,-155.385833740234,30.3700008392334,1.97000003,md,46,149,,0.109999999,hv,hv72033322,2020-07-06T19:27:20.120Z,"10 km ENE of P?hala, Hawaii",earthquake,0.67,0.870000005,0.140000001,17,automatic,hv,hv
2020-07-06T19:21:22.612Z,67.2434,-139.6114,12.2,1,ml,,,,0.68,ak,ak0208n8h16f,2020-07-18T03:09:06.956Z,"191 km ENE of Chalkyitsik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-06T19:18:42.900Z,17.9401,-67.0043,5,2.95,md,23,221,0.0495,0.12,pr,pr2020188019,2020-07-17T04:44:35.481Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.44,0.26,0.17,19,reviewed,pr,pr
2020-07-06T19:16:12.208Z,38.1499,-117.9701,11.3,2.3,ml,26,59.63,0.014,0.1542,nn,nn00757567,2020-07-06T20:23:34.200Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.39,12,reviewed,nn,nn
2020-07-06T19:15:52.560Z,19.2096672058105,-155.379165649414,31.1399993896484,1.99000001,md,42,159,,0.109999999,hv,hv72033307,2020-07-06T19:19:17.700Z,"10 km E of P?hala, Hawaii",earthquake,0.57,0.800000012,0.119999997,5,automatic,hv,hv
2020-07-06T19:14:11.175Z,2.0594,-97.6829,10,4.7,mb,,62,14.704,0.76,us,us7000aizl,2020-07-12T16:57:37.040Z,"west of the Galapagos Islands",earthquake,7.1,1.8,0.039,195,reviewed,us,us
2020-07-06T19:14:07.780Z,38.1468,-118.0132,5.1,1.3,ml,11,145.61,0.037,0.07,nn,nn00757565,2020-07-06T19:17:48.477Z,"28 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-07-06T19:09:21.090Z,38.1413,-117.9975,7.7,1.8,ml,22,101.23,0.034,0.1,nn,nn00757562,2020-07-06T19:15:32.404Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-06T19:04:36.028Z,59.3959,-152.612,72.9,1.3,ml,,,,0.25,ak,ak0208n8dexw,2020-07-18T03:09:06.094Z,"39 km W of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-06T19:03:37.980Z,38.1638,-118.0157,2.5,1.7,ml,15,104.59,0.039,0.09,nn,nn00757559,2020-07-06T19:10:29.364Z,"26 km SSE of Mina, Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-07-06T19:01:42.320Z,38.8334999,-122.817337,1.34,0.52,md,11,57,0.01158,0.02,nc,nc73422616,2020-07-06T19:21:06.336Z,"8km NW of The Geysers, CA",earthquake,0.33,0.64,0.05,2,automatic,nc,nc
2020-07-06T19:00:41.590Z,38.1492,-118.0182,4,0.6,ml,11,148.17,0.037,0.04,nn,nn00757558,2020-07-06T19:04:47.604Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-06T18:56:37.300Z,38.1558,-118.0097,2.5,1.8,ml,13,105.8,0.046,0.1,nn,nn00757555,2020-07-06T19:02:30.378Z,"27 km SSE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-07-06T18:55:29.384Z,12.2107,140.3215,10,5,mb,,42,4.64,1.1,us,us7000aiz6,2020-07-12T16:53:55.040Z,"271 km N of Fais, Micronesia",earthquake,9.7,1.8,0.044,166,reviewed,us,us
2020-07-06T18:51:31.990Z,38.1697,-117.9352,12.5,0.8,ml,11,115.91,0.056,0.06,nn,nn00757553,2020-07-06T18:57:47.711Z,"28 km SSE of Mina, Nevada",earthquake,,5.4,,,automatic,nn,nn
2020-07-06T18:48:28.110Z,19.2194995880127,-155.388671875,30.7600002288818,1.82000005,md,38,154,,0.109999999,hv,hv72033252,2020-07-06T18:51:44.690Z,"9 km E of P?hala, Hawaii",earthquake,0.63,0.810000002,0.469999999,7,automatic,hv,hv
2020-07-06T18:48:19.370Z,36.47033333,-96.8545,6,0.71,ml,27,121,0.03779258381,0.15,ok,ok2020nfch,2020-07-07T13:25:54.187Z,"11 km WSW of Ralston, Oklahoma",earthquake,,0.5,0.23,5,reviewed,ok,ok
2020-07-06T18:46:43.390Z,17.9541,-66.9661,4,2.43,md,16,207,0.0796,0.2,pr,pr2020188020,2020-07-17T09:54:13.435Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.51,0.34,0.09,8,reviewed,pr,pr
2020-07-06T18:43:21.228Z,62.651,-150.0391,15,0.8,ml,,,,0.63,ak,ak0208n80b1h,2020-07-18T03:09:05.288Z,"22 km N of Chase, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-06T18:42:49.720Z,38.1997,-117.722,10.8,1.7,ml,21,147.44,0.127,0.11,nn,nn00757550,2020-07-06T18:50:10.561Z,"39 km ESE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-07-06T18:34:45.914Z,44.3622,-115.1797,10,2.4,ml,,61,0.31,0.9,us,us7000aj4a,2020-07-08T14:11:36.517Z,"25 km NW of Stanley, Idaho",earthquake,1.5,2,0.081,20,reviewed,us,us
2020-07-06T18:32:01.610Z,19.2121658325195,-155.385330200195,30.8299999237061,1.88,md,42,157,,0.119999997,hv,hv72033222,2020-07-06T18:35:25.170Z,"9 km E of P?hala, Hawaii",earthquake,0.68,1.32000005,0.620000005,5,automatic,hv,hv
2020-07-06T18:29:51.830Z,35.7948333,-117.611,12,1.4,ml,25,52,0.02357,0.13,ci,ci39281903,2020-07-07T02:32:34.305Z,"19km W of Searles Valley, CA",earthquake,0.19,0.43,0.195,20,reviewed,ci,ci
2020-07-06T18:29:48.760Z,36.4416667,-118.0015,8.18,1.26,ml,4,146,0.06345,0.03,ci,ci37449901,2020-07-06T21:25:31.152Z,"17km SSE of Lone Pine, CA",earthquake,0.35,0.77,0.254,2,reviewed,ci,ci
2020-07-06T18:24:18.829Z,34.29633333,-96.41383333,0,1.46,ml,18,193,0.2168574452,0.27,ok,ok2020nfbn,2020-07-10T22:12:15.160Z,"Oklahoma",quarry blast,,0.8,0.03,5,reviewed,ok,ok
2020-07-06T18:19:09.797Z,31.5174,138.1221,386.89,5.6,mww,,35,2.128,0.69,us,us7000aiyp,2020-07-12T16:47:31.040Z,"Izu Islands, Japan region",earthquake,8.4,3.5,0.075,17,reviewed,us,us
2020-07-06T18:18:32.160Z,35.635,-117.5611667,9.04,0.2,ml,7,126,0.09405,0.12,ci,ci39281895,2020-07-08T20:36:41.341Z,"10km E of Ridgecrest, CA",earthquake,0.61,1.02,0.067,3,reviewed,ci,ci
2020-07-06T18:17:37.500Z,38.822834,-122.7623367,1.83,0.4,md,10,125,0.009653,0.01,nc,nc73422611,2020-07-06T18:29:04.616Z,"3km W of Cobb, CA",earthquake,0.36,0.62,0.17,2,automatic,nc,nc
2020-07-06T18:16:18.408Z,12.0787,140.2462,10,6.2,mww,,19,4.751,0.94,us,us7000aixy,2020-07-12T16:26:26.596Z,"257 km N of Fais, Micronesia",earthquake,7.7,1.7,0.058,29,reviewed,us,us
2020-07-06T18:13:29.090Z,36.4566667,-117.9928333,7.52,2.08,ml,26,161,0.07238,0.22,ci,ci37288772,2020-07-09T21:12:51.316Z,"16km SSE of Lone Pine, CA",earthquake,0.3,0.75,0.266,6,reviewed,ci,ci
2020-07-06T18:13:14.320Z,35.5951667,-117.3796667,6.94,0.76,ml,11,183,0.06782,0.19,ci,ci37288764,2020-07-09T20:28:39.379Z,"19km S of Trona, CA",earthquake,0.72,0.8,0.519,3,reviewed,ci,ci
2020-07-06T18:13:12.400Z,36.4493333,-117.9841667,4.4,2.24,ml,26,151,0.07798,0.12,ci,ci39281879,2020-07-09T21:13:37.030Z,"17km SSE of Lone Pine, CA",earthquake,0.2,0.5,0.244,15,reviewed,ci,ci
2020-07-06T18:12:45.578Z,38.0755,-118.5515,0.8,2.7,ml,19,45.54,0.18,0.2028,nn,nn00757538,2020-07-12T16:07:25.040Z,"29 km NNW of Benton, California",earthquake,,2.4,0.53,14,reviewed,nn,nn
2020-07-06T18:10:24.850Z,17.9376,-66.9298,11,2.26,md,10,220,0.063,0.12,pr,pr2020188017,2020-07-17T09:54:32.531Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.68,0.51,0.11,8,reviewed,pr,pr
2020-07-06T18:09:12.787Z,64.0482,-135.9561,5,1.6,ml,,,,0.78,ak,ak0208n7t053,2020-07-18T03:09:04.467Z,"169 km E of Dawson City, Canada",earthquake,,0,,,reviewed,ak,ak
2020-07-06T18:06:51.140Z,35.617,-97.0925,6.59,1.04,ml,25,62,0.06118799283,0.15,ok,ok2020nfay,2020-07-10T21:55:35.757Z,"8 km SSW of Wellston, Oklahoma",earthquake,,0.4,0.24,5,reviewed,ok,ok
2020-07-06T17:52:58.220Z,36.1235,-117.8635,4.15,0.82,ml,8,235,0.1176,0.04,ci,ci39281839,2020-07-07T23:16:42.333Z,"12km NE of Coso Junction, CA",earthquake,0.25,0.41,0.252,3,reviewed,ci,ci
2020-07-06T17:44:45.255Z,38.0745,-118.2679,2.6,2.3,ml,28,63.86,0.19,0.1587,nn,nn00757534,2020-07-06T18:25:35.851Z,"33 km NNE of Benton, California",earthquake,,2,0.22,13,reviewed,nn,nn
2020-07-06T17:41:22.220Z,39.4106667,-110.3035,-1.55,1.44,ml,8,199,0.02145,0.06,uu,uu60400672,2020-07-06T21:48:56.810Z,"17 km SSE of Sunnyside, Utah",earthquake,0.5,0.39,0.038,2,reviewed,uu,uu
2020-07-06T17:40:47.210Z,36.4698333,-117.9716667,11.49,1.68,ml,3,167,0.09244,0.01,ci,ci39281815,2020-07-07T23:14:11.242Z,"16km SE of Lone Pine, CA",earthquake,0.39,0.9,0.081,2,reviewed,ci,ci
2020-07-06T17:35:00.390Z,17.9578,-66.9086,12,3.08,md,22,187,0.0341,0.24,pr,pr2020188001,2020-07-12T15:53:03.040Z,"1 km S of Guánica, Puerto Rico",earthquake,0.67,0.39,0.22,9,reviewed,pr,pr
2020-07-06T17:28:43.900Z,58.1743333,-155.2938333,-2.17,-0.41,ml,4,163,0.04011,0.07,av,av70906304,2020-07-08T18:31:06.510Z,"83 km NW of Karluk, Alaska",earthquake,0.45,1.88,0.213,5,reviewed,av,av
2020-07-06T17:20:42.786Z,60.3136,-141.1889,5.5,1.4,ml,,,,0.49,ak,ak0208n79zqk,2020-07-18T03:09:03.571Z,"118 km NW of Yakutat, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-06T17:18:15.036Z,60.2341,-141.0681,5,1.6,ml,,,,0.75,ak,ak0208n79i2l,2020-07-18T03:09:02.648Z,"107 km NW of Yakutat, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-07-06T17:16:49.810Z,66.2985,-157.2016,5.6,0.7,ml,,,,0.65,ak,ak0208n795j8,2020-07-18T03:09:01.901Z,"65 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-06T17:16:42.070Z,33.2545,-116.2386667,7.6,1.22,ml,54,56,0.06297,0.18,ci,ci39281751,2020-07-09T20:07:11.730Z,"13km E of Borrego Springs, CA",earthquake,0.16,0.39,0.127,27,reviewed,ci,ci
2020-07-06T17:15:47.350Z,38.1925,-117.8653,3.4,1.1,ml,10,76.6,0.019,0.18,nn,nn00757531,2020-07-06T17:22:47.392Z,"30 km SE of Mina, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-07-06T17:12:18.500Z,38.8256683,-122.7956696,3.24,0.33,md,13,85,0.01148,0.02,nc,nc73422591,2020-07-06T17:13:55.338Z,"6km W of Cobb, CA",earthquake,0.35,1.24,0.23,2,automatic,nc,nc
2020-07-06T17:06:26.690Z,33.9916667,-116.6731667,16.07,0.82,ml,29,71,0.05121,0.13,ci,ci39281735,2020-07-09T18:55:21.325Z,"10km SW of Morongo Valley, CA",earthquake,0.18,0.42,0.085,13,reviewed,ci,ci
